id,data,aula,slug,trecho_original,versao_lapidada,tipo,pilar,contexto,por_que_importa,clareza,originalidade,tensao,utilidade,corte,reaproveitamento,alinhamento,score_total,prioridade,status,formatos_sugeridos,campanha_sugerida,arquivo_origem
014-introducao-ao-mundo-da-automacao-parte-2-p004,2026-06-26,Introdução ao mundo da automação parte 2,014-introducao-ao-mundo-da-automacao-parte-2,Webhook é o ouvido da automação: fica escutando até alguém chamar,Webhook é o ouvido da automação: fica escutando até alguém chamar.,contraste,Agentes e automações reais,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/014-introducao-ao-mundo-da-automacao-parte-2.md
014-introducao-ao-mundo-da-automacao-parte-2-p005,2026-06-26,Introdução ao mundo da automação parte 2,014-introducao-ao-mundo-da-automacao-parte-2,Você não precisa passar todos os dados adiante; pode organizar e levar só o que importa,Você não precisa passar todos os dados adiante; pode organizar e levar só o que importa.,erro comum,Anti-hype e discernimento,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/014-introducao-ao-mundo-da-automacao-parte-2.md
014-introducao-ao-mundo-da-automacao-parte-2-p006,2026-06-26,Introdução ao mundo da automação parte 2,014-introducao-ao-mundo-da-automacao-parte-2,IF é onde a automação aprende a escolher caminhos com base em condições,IF é onde a automação aprende a escolher caminhos com base em condições.,objeção respondida,Implementação,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,3,4,4,5,4,4,29,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/014-introducao-ao-mundo-da-automacao-parte-2.md
014-introducao-ao-mundo-da-automacao-parte-2-p007,2026-06-26,Introdução ao mundo da automação parte 2,014-introducao-ao-mundo-da-automacao-parte-2,Merge é o nó que reúne caminhos separados de volta em um fluxo,Merge é o nó que reúne caminhos separados de volta em um fluxo.,framework,Casos de negócio,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/014-introducao-ao-mundo-da-automacao-parte-2.md
014-introducao-ao-mundo-da-automacao-parte-2-p008,2026-06-26,Introdução ao mundo da automação parte 2,014-introducao-ao-mundo-da-automacao-parte-2,Node de integração é a ponte entre seu N8N e outro sistema,Node de integração é a ponte entre seu N8N e outro sistema.,caso aplicado,Gestão antes da IA,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,4,4,4,4,4,28,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/014-introducao-ao-mundo-da-automacao-parte-2.md
014-introducao-ao-mundo-da-automacao-parte-2-p009,2026-06-26,Introdução ao mundo da automação parte 2,014-introducao-ao-mundo-da-automacao-parte-2,No-code serve para usar IA como acelerador de configuração simples,No-code serve para usar IA como acelerador de configuração simples.,alerta,Empresário operador vs orquestrador,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,3,4,4,5,4,4,29,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/014-introducao-ao-mundo-da-automacao-parte-2.md
014-introducao-ao-mundo-da-automacao-parte-2-p010,2026-06-26,Introdução ao mundo da automação parte 2,014-introducao-ao-mundo-da-automacao-parte-2,Criar repertório do que é possível é tão importante quanto montar o fluxo da aula,Criar repertório do que é possível é tão importante quanto montar o fluxo da aula.,definição simples,Sistemas e alavancagem,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,3,4,4,4,4,26,P3,nova,post LinkedIn; roteiro de corte; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/014-introducao-ao-mundo-da-automacao-parte-2.md
015-automatizando-a-percepcao-humana-p001,2026-06-26,Automatizando a percepção humana,015-automatizando-a-percepcao-humana,Automatizar percepção é ensinar a máquina a enxergar critérios que antes ficavam na cabeça de alguém,Automatizar percepção é ensinar a máquina a enxergar critérios que antes ficavam na cabeça de alguém.,tese,Gestão antes da IA,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,3,4,4,4,4,26,P3,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/015-automatizando-a-percepcao-humana.md
015-automatizando-a-percepcao-humana-p002,2026-06-26,Automatizando a percepção humana,015-automatizando-a-percepcao-humana,Não é só jogar informação numa planilha; é interpretar antes de registrar,Não é só jogar informação numa planilha; é interpretar antes de registrar.,frase de impacto,Empresário operador vs orquestrador,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/015-automatizando-a-percepcao-humana.md
015-automatizando-a-percepcao-humana-p003,2026-06-26,Automatizando a percepção humana,015-automatizando-a-percepcao-humana,A IA pode escolher caminhos com base na percepção que você ensinou a ela,A IA pode escolher caminhos com base na percepção que você ensinou a ela.,analogia,Sistemas e alavancagem,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,4,4,4,5,4,4,30,P1,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/015-automatizando-a-percepcao-humana.md
015-automatizando-a-percepcao-humana-p004,2026-06-26,Automatizando a percepção humana,015-automatizando-a-percepcao-humana,Um prompt simples já pode classificar uma transcrição se o critério estiver claro,Um prompt simples já pode classificar uma transcrição se o critério estiver claro.,contraste,Agentes e automações reais,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/015-automatizando-a-percepcao-humana.md
015-automatizando-a-percepcao-humana-p005,2026-06-26,Automatizando a percepção humana,015-automatizando-a-percepcao-humana,O salto não está no bot responder; está no bot entender o tipo de demanda,O salto não está no bot responder; está no bot entender o tipo de demanda.,erro comum,Anti-hype e discernimento,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/015-automatizando-a-percepcao-humana.md
015-automatizando-a-percepcao-humana-p006,2026-06-26,Automatizando a percepção humana,015-automatizando-a-percepcao-humana,"Quando a automação percebe contexto, ela deixa de ser esteira e vira triagem inteligente","Quando a automação percebe contexto, ela deixa de ser esteira e vira triagem inteligente.",objeção respondida,Implementação,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,3,4,4,5,4,4,29,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/015-automatizando-a-percepcao-humana.md
015-automatizando-a-percepcao-humana-p007,2026-06-26,Automatizando a percepção humana,015-automatizando-a-percepcao-humana,"Você pode automatizar análise de conteúdo, e-mail, páginas e atendimento com a mesma lógica","Você pode automatizar análise de conteúdo, e-mail, páginas e atendimento com a mesma lógica.",framework,Casos de negócio,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/015-automatizando-a-percepcao-humana.md
015-automatizando-a-percepcao-humana-p008,2026-06-26,Automatizando a percepção humana,015-automatizando-a-percepcao-humana,O caminho que a informação toma pode depender de uma avaliação semântica,O caminho que a informação toma pode depender de uma avaliação semântica.,caso aplicado,Gestão antes da IA,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,4,4,4,4,4,28,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/015-automatizando-a-percepcao-humana.md
015-automatizando-a-percepcao-humana-p009,2026-06-26,Automatizando a percepção humana,015-automatizando-a-percepcao-humana,A percepção humana vira sistema quando seus critérios são explicitados,A percepção humana vira sistema quando seus critérios são explicitados.,alerta,Empresário operador vs orquestrador,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,3,4,4,5,4,4,29,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/015-automatizando-a-percepcao-humana.md
015-automatizando-a-percepcao-humana-p010,2026-06-26,Automatizando a percepção humana,015-automatizando-a-percepcao-humana,"A automação fica poderosa quando combina mensagem, interpretação e ação","A automação fica poderosa quando combina mensagem, interpretação e ação.",definição simples,Sistemas e alavancagem,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,3,4,4,4,4,26,P3,nova,post LinkedIn; roteiro de corte; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/015-automatizando-a-percepcao-humana.md
016-como-organizar-e-gerar-dados-automaticamente-p001,2026-06-26,Como organizar e gerar dados automaticamente,016-como-organizar-e-gerar-dados-automaticamente,Dado solto não vira operação; dado organizado em tabela começa a virar sistema,Dado solto não vira operação; dado organizado em tabela começa a virar sistema.,tese,Gestão antes da IA,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,3,4,4,4,4,26,P3,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/016-como-organizar-e-gerar-dados-automaticamente.md
016-como-organizar-e-gerar-dados-automaticamente-p002,2026-06-26,Como organizar e gerar dados automaticamente,016-como-organizar-e-gerar-dados-automaticamente,Automatizar cadastro é interpretar a mensagem antes de gravar a linha,Automatizar cadastro é interpretar a mensagem antes de gravar a linha.,frase de impacto,Empresário operador vs orquestrador,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/016-como-organizar-e-gerar-dados-automaticamente.md
016-como-organizar-e-gerar-dados-automaticamente-p003,2026-06-26,Como organizar e gerar dados automaticamente,016-como-organizar-e-gerar-dados-automaticamente,O nome do campo importa porque ele define como a automação entende a informação,O nome do campo importa porque ele define como a automação entende a informação.,analogia,Sistemas e alavancagem,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,4,4,4,5,4,4,30,P1,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/016-como-organizar-e-gerar-dados-automaticamente.md
016-como-organizar-e-gerar-dados-automaticamente-p004,2026-06-26,Como organizar e gerar dados automaticamente,016-como-organizar-e-gerar-dados-automaticamente,A IA pode gerar dados estruturados a partir de uma conversa bagunçada,A IA pode gerar dados estruturados a partir de uma conversa bagunçada.,contraste,Agentes e automações reais,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/016-como-organizar-e-gerar-dados-automaticamente.md
016-como-organizar-e-gerar-dados-automaticamente-p005,2026-06-26,Como organizar e gerar dados automaticamente,016-como-organizar-e-gerar-dados-automaticamente,"Antes de salvar, a automação precisa verificar se todos os dados foram informados","Antes de salvar, a automação precisa verificar se todos os dados foram informados.",erro comum,Anti-hype e discernimento,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/016-como-organizar-e-gerar-dados-automaticamente.md
016-como-organizar-e-gerar-dados-automaticamente-p006,2026-06-26,Como organizar e gerar dados automaticamente,016-como-organizar-e-gerar-dados-automaticamente,"Quando falta dado, o fluxo deve voltar e pedir complemento em vez de quebrar","Quando falta dado, o fluxo deve voltar e pedir complemento em vez de quebrar.",objeção respondida,Implementação,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,3,4,4,5,4,4,29,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/016-como-organizar-e-gerar-dados-automaticamente.md
016-como-organizar-e-gerar-dados-automaticamente-p007,2026-06-26,Como organizar e gerar dados automaticamente,016-como-organizar-e-gerar-dados-automaticamente,"Banco de dados é memória operacional, não enfeite técnico","Banco de dados é memória operacional, não enfeite técnico.",framework,Casos de negócio,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/016-como-organizar-e-gerar-dados-automaticamente.md
016-como-organizar-e-gerar-dados-automaticamente-p008,2026-06-26,Como organizar e gerar dados automaticamente,016-como-organizar-e-gerar-dados-automaticamente,A etapa de análise pode ser automatizada junto com o registro,A etapa de análise pode ser automatizada junto com o registro.,caso aplicado,Gestão antes da IA,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,4,4,4,4,4,28,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/016-como-organizar-e-gerar-dados-automaticamente.md
016-como-organizar-e-gerar-dados-automaticamente-p009,2026-06-26,Como organizar e gerar dados automaticamente,016-como-organizar-e-gerar-dados-automaticamente,Organizar dados é criar a base para decisões e agentes melhores,Organizar dados é criar a base para decisões e agentes melhores.,alerta,Empresário operador vs orquestrador,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,3,4,4,5,4,4,29,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/016-como-organizar-e-gerar-dados-automaticamente.md
016-como-organizar-e-gerar-dados-automaticamente-p010,2026-06-26,Como organizar e gerar dados automaticamente,016-como-organizar-e-gerar-dados-automaticamente,"A automação madura valida, transforma e só então persiste a informação","A automação madura valida, transforma e só então persiste a informação.",definição simples,Sistemas e alavancagem,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,3,4,4,4,4,26,P3,nova,post LinkedIn; roteiro de corte; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/016-como-organizar-e-gerar-dados-automaticamente.md
017-como-colocar-feedback-humano-na-automacao-p001,2026-06-26,Como colocar feedback humano na automação,017-como-colocar-feedback-humano-na-automacao,Nem toda automação precisa terminar na primeira resposta da IA,Nem toda automação precisa terminar na primeira resposta da IA.,tese,Gestão antes da IA,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,3,4,4,4,4,26,P3,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/017-como-colocar-feedback-humano-na-automacao.md
017-como-colocar-feedback-humano-na-automacao-p002,2026-06-26,Como colocar feedback humano na automação,017-como-colocar-feedback-humano-na-automacao,Feedback humano é o freio de qualidade que impede a automação de sair publicando coisa ruim,Feedback humano é o freio de qualidade que impede a automação de sair publicando coisa ruim.,frase de impacto,Empresário operador vs orquestrador,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/017-como-colocar-feedback-humano-na-automacao.md
017-como-colocar-feedback-humano-na-automacao-p003,2026-06-26,Como colocar feedback humano na automação,017-como-colocar-feedback-humano-na-automacao,"O fluxo ideal imita um funcionário: entrega, recebe correção e ajusta","O fluxo ideal imita um funcionário: entrega, recebe correção e ajusta.",analogia,Sistemas e alavancagem,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,4,4,4,5,4,4,30,P1,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/017-como-colocar-feedback-humano-na-automacao.md
017-como-colocar-feedback-humano-na-automacao-p004,2026-06-26,Como colocar feedback humano na automação,017-como-colocar-feedback-humano-na-automacao,"A aprovação humana transforma automação em coprodução, não em abandono de controle","A aprovação humana transforma automação em coprodução, não em abandono de controle.",contraste,Agentes e automações reais,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/017-como-colocar-feedback-humano-na-automacao.md
017-como-colocar-feedback-humano-na-automacao-p005,2026-06-26,Como colocar feedback humano na automação,017-como-colocar-feedback-humano-na-automacao,Uma resposta negativa pode alimentar uma nova tentativa mais alinhada,Uma resposta negativa pode alimentar uma nova tentativa mais alinhada.,erro comum,Anti-hype e discernimento,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/017-como-colocar-feedback-humano-na-automacao.md
017-como-colocar-feedback-humano-na-automacao-p006,2026-06-26,Como colocar feedback humano na automação,017-como-colocar-feedback-humano-na-automacao,Classificar feedback é ensinar ao sistema o que significa aprovado e reprovado,Classificar feedback é ensinar ao sistema o que significa aprovado e reprovado.,objeção respondida,Implementação,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,3,4,4,5,4,4,29,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/017-como-colocar-feedback-humano-na-automacao.md
017-como-colocar-feedback-humano-na-automacao-p007,2026-06-26,Como colocar feedback humano na automação,017-como-colocar-feedback-humano-na-automacao,Human-in-the-loop é automação com responsabilidade editorial,Human-in-the-loop é automação com responsabilidade editorial.,framework,Casos de negócio,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/017-como-colocar-feedback-humano-na-automacao.md
017-como-colocar-feedback-humano-na-automacao-p008,2026-06-26,Como colocar feedback humano na automação,017-como-colocar-feedback-humano-na-automacao,O modelo melhora no fluxo quando sabe por que a entrega não serviu,O modelo melhora no fluxo quando sabe por que a entrega não serviu.,caso aplicado,Gestão antes da IA,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,4,4,4,4,4,28,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/017-como-colocar-feedback-humano-na-automacao.md
017-como-colocar-feedback-humano-na-automacao-p009,2026-06-26,Como colocar feedback humano na automação,017-como-colocar-feedback-humano-na-automacao,A saída final só deveria acontecer depois do aceite definido,A saída final só deveria acontecer depois do aceite definido.,alerta,Empresário operador vs orquestrador,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,3,4,4,5,4,4,29,P2,nova,post LinkedIn; roteiro de corte; aula-isca,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/017-como-colocar-feedback-humano-na-automacao.md
017-como-colocar-feedback-humano-na-automacao-p010,2026-06-26,Como colocar feedback humano na automação,017-como-colocar-feedback-humano-na-automacao,"Esse padrão serve para conteúdo, e-mail, páginas, análise e qualquer entrega revisável","Esse padrão serve para conteúdo, e-mail, páginas, análise e qualquer entrega revisável.",definição simples,Sistemas e alavancagem,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,3,4,4,4,4,26,P3,nova,post LinkedIn; roteiro de corte; aula-isca,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/017-como-colocar-feedback-humano-na-automacao.md
018-o-que-e-e-como-construir-um-agente-p001,2026-06-26,O que é e como construir um agente,018-o-que-e-e-como-construir-um-agente,Um agente não é só uma IA conversando; é uma IA com ferramentas para agir,Um agente não é só uma IA conversando; é uma IA com ferramentas para agir.,tese,Gestão antes da IA,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,3,4,4,4,4,26,P3,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/018-o-que-e-e-como-construir-um-agente.md
018-o-que-e-e-como-construir-um-agente-p002,2026-06-26,O que é e como construir um agente,018-o-que-e-e-como-construir-um-agente,Quase tudo que tem API pode virar ferramenta na mão de um agente,Quase tudo que tem API pode virar ferramenta na mão de um agente.,frase de impacto,Empresário operador vs orquestrador,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/018-o-que-e-e-como-construir-um-agente.md
018-o-que-e-e-como-construir-um-agente-p003,2026-06-26,O que é e como construir um agente,018-o-que-e-e-como-construir-um-agente,"Sem ferramenta, o modelo opina; com ferramenta, ele executa","Sem ferramenta, o modelo opina; com ferramenta, ele executa.",analogia,Sistemas e alavancagem,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",5,4,4,4,5,4,4,30,P1,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/018-o-que-e-e-como-construir-um-agente.md
018-o-que-e-e-como-construir-um-agente-p004,2026-06-26,O que é e como construir um agente,018-o-que-e-e-como-construir-um-agente,Contexto é rei quando você quer que um agente escolha bem,Contexto é rei quando você quer que um agente escolha bem.,contraste,Agentes e automações reais,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,4,3,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Anti-hype: automações reais para negócios,/root/domus-conteudo/aulas/018-o-que-e-e-como-construir-um-agente.md
018-o-que-e-e-como-construir-um-agente-p005,2026-06-26,O que é e como construir um agente,018-o-que-e-e-como-construir-um-agente,Dar oitenta ferramentas para um agente sem direção é terceirizar a confusão,Dar oitenta ferramentas para um agente sem direção é terceirizar a confusão.,erro comum,Anti-hype e discernimento,Extraído do argumento principal e das demonstrações práticas da aula; lapidado para uso editorial sem publicar.,"Condensa uma ideia ensinável da aula e facilita reaproveitamento em conteúdo, corte curto ou campanha de implementação.",4,3,4,4,4,4,4,27,P2,nova,short vertical; carrossel; email/newsletter,Domus: do operador ao orquestrador,/root/domus-conteudo/aulas/018-o-que-e-e-como-construir-um-agente.md
